station_abbr;reference_timestamp;tre200h0;tre200hn;tre200hx;tre005h0;tre005hn;ure200h0;pva200h0;tde200h0;prestah0;pp0qffh0;pp0qnhh0;ppz700h0;ppz850h0;fkl010h1;dkl010h0;fkl010h0;fu3010h0;fu3010h1;fkl010h3;fu3010h3;wcc006h0;fve010h0;rre150h0;htoauths;gre000h0;oli000h0;olo000h0;osr000h0;ods000h0;sre000h0;erefaoh0
PUY;20.01.2025 23:00;2.5;2.4;2.5;;;96.4;7;2;964.7;1020.4;1018.6;;;2.7;41;1.1;4;9.7;2.4;8.6;;;0;;1;;;;0;0;-0.004
PUY;21.01.2025 00:00;2.3;2.2;2.5;;;95.1;6.9;1.6;964.7;1020.4;1018.6;;;3.2;17;1.4;5;11.5;2.9;10.4;;;0;;1;;;;0;0;-0.003
PUY;21.01.2025 01:00;2.4;2.3;2.5;;;94.4;6.8;1.6;964.5;1020.2;1018.4;;;3.3;23;1.3;4.7;11.9;3;10.8;;;0;;1;;;;0;0;-0.003
PUY;21.01.2025 02:00;2.4;2.3;2.5;;;93.5;6.8;1.4;964.6;1020.4;1018.5;;;2.9;18;1.3;4.7;10.4;2.5;9;;;0;;1;;;;0;0;-0.003
PUY;21.01.2025 03:00;2.6;2.5;2.7;;;93.5;6.9;1.7;964.5;1020.2;1018.4;;;2.8;24;1;3.6;10.1;2.5;9;;;0;;1;;;;0;0;-0.004
PUY;21.01.2025 04:00;2.5;2.4;2.6;;;94.3;6.9;1.7;964.1;1019.8;1018;;;3.2;14;1.3;4.7;11.5;3.1;11.2;;;0;;1;;;;0;0;-0.003
PUY;21.01.2025 05:00;2.3;2;2.7;;;95.5;6.9;1.6;964;1019.7;1017.9;;;2.8;18;1.3;4.7;10.1;2.5;9;;;0;;1;;;;1;0;-0.003
PUY;21.01.2025 06:00;1.9;1.7;2;;;96.6;6.8;1.4;964.1;1019.9;1018;;;3.6;22;1.8;6.5;13;3.4;12.2;;;0;;1;;;;0;0;-0.003
PUY;21.01.2025 07:00;2.1;2;2.3;;;94.8;6.7;1.4;964.3;1020.1;1018.2;;;2.9;29;1.3;4.7;10.4;2.8;10.1;;;0;;1;;;;0;0;-0.003
PUY;21.01.2025 08:00;2.6;2.6;2.7;;;93.7;6.9;1.7;964.4;1020.1;1018.3;;;1.9;45;0.6;2.2;6.8;1.8;6.5;;;0;;6;;;;5;0;0.013
PUY;21.01.2025 09:00;2.7;2.6;2.9;;;92.9;6.9;1.7;964.5;1020.2;1018.4;;;2.3;51;0.7;2.5;8.3;2.1;7.6;;;0;;34;;;;33;0;0.022
PUY;21.01.2025 10:00;3;2.9;3.1;;;92.1;7;1.8;964.8;1020.4;1018.7;;;2.3;108;0.6;2.2;8.3;2;7.2;;;0;;64;;;;64;0;0.033
PUY;21.01.2025 11:00;3.1;3;3.2;;;93.5;7.1;2.1;964.7;1020.3;1018.6;;;2.9;153;1;3.6;10.4;2.7;9.7;;;0;;74;;;;74;0;0.038
PUY;21.01.2025 12:00;3.3;3.1;3.5;;;91.4;7.1;2;963.9;1019.4;1017.8;;;3.1;167;1.2;4.3;11.2;2.9;10.4;;;0;;152;;;;151;0;0.063
PUY;21.01.2025 13:00;3.6;3.5;3.7;;;89;7;1.9;963.2;1018.6;1017;;;2.9;212;1.2;4.3;10.4;2.7;9.7;;;0;;189;;;;185;0;0.074
PUY;21.01.2025 14:00;3.5;3.4;3.6;;;89.3;7;1.9;962.6;1018;1016.4;;;3.3;228;1.3;4.7;11.9;3.2;11.5;;;0;;121;;;;121;0;0.051
PUY;21.01.2025 15:00;3.2;3;3.4;;;89.6;6.9;1.7;962.6;1018.1;1016.4;;;3;230;1.2;4.3;10.8;2.8;10.1;;;0;;63;;;;62;0;0.031
PUY;21.01.2025 16:00;2.9;2.9;3;;;92.1;6.9;1.8;962.5;1018;1016.3;;;2.4;189;0.8;2.9;8.6;2.2;7.9;;;0;;25;;;;24;0;0.015
PUY;21.01.2025 17:00;2.8;2.7;2.9;;;92.9;6.9;1.7;962.4;1017.9;1016.2;;;2.7;68;0.7;2.5;9.7;2.4;8.6;;;0;;2;;;;1;0;-0.004
PUY;21.01.2025 18:00;2.5;2.5;2.7;;;93.5;6.8;1.6;962.3;1017.9;1016.1;;;2.7;23;0.8;2.9;9.7;2.4;8.6;;;0;;1;;;;0;0;-0.004
PUY;21.01.2025 19:00;2.3;2;2.5;;;95;6.8;1.5;962.2;1017.8;1016;;;3.4;22;1.2;4.3;12.2;3.1;11.2;;;0;;1;;;;0;0;-0.003
PUY;21.01.2025 20:00;2.1;1.8;2.3;;;95.9;6.8;1.5;962.1;1017.8;1015.9;;;3;34;1.2;4.3;10.8;2.9;10.4;;;0;;1;;;;0;0;-0.004
PUY;21.01.2025 21:00;2;1.9;2.2;;;95.7;6.8;1.4;961.8;1017.4;1015.6;;;3.2;34;1.2;4.3;11.5;2.9;10.4;;;0;;1;;;;0;0;-0.004
PUY;21.01.2025 22:00;2.3;2.1;2.4;;;95;6.9;1.6;961.6;1017.2;1015.4;;;2.3;9;0.7;2.5;8.3;2.1;7.6;;;0;;1;;;;0;0;-0.005
PUY;21.01.2025 23:00;2.4;2.3;2.5;;;94.1;6.8;1.5;961.5;1017.1;1015.3;;;3.1;37;0.8;2.9;11.2;2.8;10.1;;;0;;1;;;;0;0;-0.004
PUY;22.01.2025 00:00;2.3;2.3;2.3;;;94.6;6.8;1.5;961;1016.6;1014.8;;;3.6;41;1.1;4;13;3.3;11.9;;;0;;1;;;;0;0;-0.004
PUY;22.01.2025 01:00;2.3;2.1;2.4;;;97.4;7;1.9;960.5;1016;1014.2;;;3;97;1;3.6;10.8;2.7;9.7;;;0;;1;;;;0;0;-0.005
PUY;22.01.2025 02:00;2.2;2.1;2.3;;;95.3;6.9;1.6;960.1;1015.6;1013.8;;;2.1;22;0.6;2.2;7.6;1.9;6.8;;;0;;1;;;;0;0;-0.005
PUY;22.01.2025 03:00;2.3;2.2;2.4;;;95.5;6.9;1.6;959.9;1015.4;1013.6;;;1.5;135;0.4;1.4;5.4;1.3;4.7;;;0;;1;;;;0;0;-0.006
PUY;22.01.2025 04:00;2.2;2.2;2.3;;;95.9;6.9;1.6;959.1;1014.6;1012.8;;;2.3;135;0.7;2.5;8.3;2.2;7.9;;;0;;1;;;;0;0;-0.005
PUY;22.01.2025 05:00;2.3;2.2;2.3;;;96.5;6.9;1.8;958.7;1014.1;1012.3;;;1.7;360;0.5;1.8;6.1;1.6;5.8;;;0.1;;1;;;;0;0;-0.006
PUY;22.01.2025 06:00;2.3;2.2;2.3;;;99.1;7.1;2.2;958.6;1014;1012.2;;;1.7;270;0.4;1.4;6.1;1.6;5.8;;;0.2;;1;;;;0;0;-0.006
PUY;22.01.2025 07:00;2.3;2.2;2.3;;;99.2;7.1;2.2;958.7;1014.1;1012.3;;;1;90;0.1;0.4;3.6;0.9;3.2;;;0.2;;1;;;;0;0;-0.007
PUY;22.01.2025 08:00;2.4;2.3;2.5;;;98.9;7.2;2.3;958.7;1014.1;1012.3;;;1.6;243;0.3;1.1;5.8;1.5;5.4;;;0.4;;3;;;;2;0;0.013
PUY;22.01.2025 09:00;2.5;2.4;2.8;;;96.1;7;2;958.7;1014.1;1012.3;;;1.7;315;0.5;1.8;6.1;1.6;5.8;;;0;;33;;;;33;0;0.021
PUY;22.01.2025 10:00;2.9;2.8;3;;;93.8;7.1;2;958.6;1013.9;1012.2;;;1.3;180;0.3;1.1;4.7;1.1;4;;;0.2;;64;;;;63;0;0.033
PUY;22.01.2025 11:00;3.1;3;3.2;;;96.3;7.4;2.6;958.3;1013.5;1011.9;;;2.2;243;0.8;2.9;7.9;2.1;7.6;;;0.1;;69;;;;69;0;0.036
PUY;22.01.2025 12:00;3.5;3.2;3.6;;;97.4;7.6;3.1;957.6;1012.8;1011.2;;;3;233;0.6;2.2;10.8;2.7;9.7;;;0.1;;75;;;;75;0;0.039
PUY;22.01.2025 13:00;3.8;3.7;3.9;;;94.7;7.6;3;956.9;1011.9;1010.5;;;2.6;247;1;3.6;9.4;2.4;8.6;;;0;;95;;;;94;0;0.045
PUY;22.01.2025 14:00;4;4;4.1;;;94.3;7.7;3.2;956.2;1011.1;1009.7;;;2.2;225;0.7;2.5;7.9;2;7.2;;;0;;60;;;;60;0;0.034
PUY;22.01.2025 15:00;4.3;4.1;4.4;;;92.6;7.7;3.2;955.7;1010.6;1009.2;;;1.7;207;0.4;1.4;6.1;1.5;5.4;;;0;;68;;;;68;0;0.033
PUY;22.01.2025 16:00;4.7;4.5;4.7;;;93;7.9;3.6;955.5;1010.2;1009;;;2.2;236;0.5;1.8;7.9;1.9;6.8;;;0;;37;;;;35;0;0.015
PUY;22.01.2025 17:00;4.5;4.4;4.6;;;95.9;8.1;3.9;955.3;1010;1008.8;;;1.3;90;0.4;1.4;4.7;1.2;4.3;;;0.2;;3;;;;2;0;-0.006
PUY;22.01.2025 18:00;4.3;4.2;4.4;;;99.2;8.2;4.2;955;1009.8;1008.5;;;1.8;56;0.5;1.8;6.5;1.6;5.8;;;0;;1;;;;0;0;-0.007
PUY;22.01.2025 19:00;4.3;4.1;4.4;;;99.2;8.2;4.2;954.9;1009.7;1008.4;;;1.9;45;0.7;2.5;6.8;1.8;6.5;;;0;;1;;;;0;0;-0.006
PUY;22.01.2025 20:00;4;3.9;4.1;;;99.2;8.1;3.9;954.3;1009.1;1007.8;;;1.7;63;0.7;2.5;6.1;1.5;5.4;;;0;;1;;;;0;0;-0.006
PUY;22.01.2025 21:00;3.9;3.8;3.9;;;99.2;8;3.8;954;1008.8;1007.4;;;1.5;315;0.4;1.4;5.4;1.4;5;;;0;;1;;;;0;0;-0.007
PUY;22.01.2025 22:00;3.8;3.8;3.9;;;99.2;8;3.7;953.6;1008.4;1007;;;2.1;53;0.6;2.2;7.6;1.9;6.8;;;0;;1;;;;0;0;-0.006
PUY;22.01.2025 23:00;3.9;3.6;4.1;;;99.2;8;3.8;953.7;1008.5;1007.1;;;1.7;360;0.5;1.8;6.1;1.6;5.8;;;0.1;;1;;;;0;0;-0.006
PUY;23.01.2025 00:00;4.2;4.1;4.3;;;99.2;8.2;4.1;954;1008.7;1007.4;;;1.6;45;0.6;2.2;5.8;1.5;5.4;;;0.6;;1;;;;0;0;-0.006
PUY;23.01.2025 01:00;4.7;4.3;5.2;;;99.2;8.5;4.6;953.9;1008.5;1007.3;;;3.4;16;1.1;4;12.2;2.9;10.4;;;0.4;;0;;;;0;0;-0.006
PUY;23.01.2025 02:00;5.2;4.9;5.8;;;99.2;8.8;5.1;953.5;1008;1006.9;;;3.4;18;0.9;3.2;12.2;3;10.8;;;0.2;;1;;;;0;0;-0.006
PUY;23.01.2025 03:00;6.4;5.8;6.8;;;96.9;9.3;5.9;953;1007.2;1006.4;;;3.2;10;1.4;5;11.5;3;10.8;;;0.4;;1;;;;0;0;-0.004
PUY;23.01.2025 04:00;6.6;6.2;7.1;;;96.8;9.4;6.1;952.6;1006.7;1006;;;4.4;360;1.3;4.7;15.8;4.3;15.5;;;0.7;;1;;;;0;0;-0.004
PUY;23.01.2025 05:00;6.9;6.4;7.2;;;97.3;9.7;6.5;952.9;1007;1006.3;;;2.6;352;1.1;4;9.4;2.5;9;;;3;;1;;;;0;0;-0.005
PUY;23.01.2025 06:00;7;6.9;7.1;;;99.2;9.9;6.9;954.3;1008.5;1007.8;;;5.1;319;1.2;4.3;18.4;5;18;;;4.7;;1;;;;0;0;-0.006
PUY;23.01.2025 07:00;6.8;6.7;7.1;;;99.3;9.8;6.7;956.3;1010.6;1009.8;;;3.5;90;1;3.6;12.6;3.3;11.9;;;1.3;;1;;;;0;0;-0.006
PUY;23.01.2025 08:00;7.2;7.1;7.2;;;98.4;10;6.9;957.6;1012;1011.2;;;2.9;77;1;3.6;10.4;2.6;9.4;;;0.3;;5;;;;4;0;0.014
PUY;23.01.2025 09:00;7.2;7.2;7.3;;;93.7;9.5;6.3;958.8;1013.2;1012.4;;;4;63;0.8;2.9;14.4;3.8;13.7;;;0;;37;;;;35;0;0.026
PUY;23.01.2025 10:00;7.1;6.8;7.4;;;93.2;9.4;6.1;959.8;1014.2;1013.5;;;3.9;117;1;3.6;14;3.5;12.6;;;0.5;;92;;;;78;6;0.047
PUY;23.01.2025 11:00;8.4;7.8;9;;;86.4;9.5;6.2;960.6;1014.9;1014.3;;;2.2;297;0.8;2.9;7.9;2.1;7.6;;;0.3;;312;;;;177;23;0.132
PUY;23.01.2025 12:00;8.3;7.9;8.9;;;84.5;9.2;5.8;960.2;1014.4;1013.9;;;3.4;148;1;3.6;12.2;3.2;11.5;;;0;;208;;;;162;8;0.098
PUY;23.01.2025 13:00;8.8;8.3;9.6;;;77;8.7;5;959.7;1013.8;1013.4;;;3.7;254;1.1;4;13.3;3.6;13;;;0;;265;;;;156;20;0.122
PUY;23.01.2025 14:00;9.2;9.1;9.3;;;71.9;8.4;4.4;959.4;1013.4;1013.1;;;3.8;246;1.6;5.8;13.7;3.5;12.6;;;0;;291;;;;169;29;0.129
PUY;23.01.2025 15:00;8.9;8.7;9;;;67.7;7.7;3.3;959.7;1013.8;1013.4;;;7.9;276;3.2;11.5;28.4;7.5;27;;;0;;108;;;;100;2;0.08
PUY;23.01.2025 16:00;8.6;8.4;8.7;;;68.9;7.7;3.2;960.6;1014.8;1014.3;;;8.1;272;2.9;10.4;29.2;8;28.8;;;0;;32;;;;30;1;0.05
PUY;23.01.2025 17:00;8.2;8;8.3;;;67.6;7.3;2.5;961.1;1015.4;1014.8;;;4.7;288;1.6;5.8;16.9;4.2;15.1;;;0;;6;;;;5;0;0.011
PUY;23.01.2025 18:00;7.2;6.7;7.8;;;63;6.4;0.7;961.8;1016.4;1015.6;;;2.9;346;1.4;5;10.4;2.8;10.1;;;0;;1;;;;1;0;0.01
PUY;23.01.2025 19:00;7;6.5;7.2;;;62.7;6.3;0.3;963;1017.6;1016.8;;;3.4;319;1;3.6;12.2;3.2;11.5;;;0;;1;;;;1;0;0.006
PUY;23.01.2025 20:00;6;5.7;6.3;;;71.3;6.7;1.2;963.4;1018.3;1017.2;;;2.6;330;0.9;3.2;9.4;2.4;8.6;;;0;;1;;;;1;0;0.002
PUY;23.01.2025 21:00;5.2;4.4;5.9;;;83.3;7.4;2.6;963.5;1018.5;1017.4;;;2.7;346;1;3.6;9.7;2.5;9;;;0;;1;;;;1;0;-0.001
PUY;23.01.2025 22:00;4.5;4.3;4.8;;;89.9;7.6;3;963.7;1018.9;1017.6;;;2.9;360;1.6;5.8;10.4;2.7;9.7;;;0;;1;;;;0;0;-0.001
PUY;23.01.2025 23:00;4.8;4.6;5;;;87.6;7.5;2.9;963.6;1018.8;1017.5;;;3.4;341;1.9;6.8;12.2;3.2;11.5;;;0;;1;;;;0;0;0.001
PUY;24.01.2025 00:00;4.3;4;4.7;;;91.4;7.6;3.1;964;1019.3;1017.9;;;3.1;349;1.7;6.1;11.2;2.8;10.1;;;0;;1;;;;0;0;-0.001
PUY;24.01.2025 01:00;3.9;3.6;4.2;;;93.6;7.5;2.9;963.8;1019.2;1017.7;;;3.1;13;1.9;6.8;11.2;3;10.8;;;0;;1;;;;0;0;-0.002
PUY;24.01.2025 02:00;3.9;3.6;4.2;;;92;7.4;2.8;963.2;1018.6;1017.1;;;3.3;16;1.6;5.8;11.9;3;10.8;;;0;;1;;;;0;0;-0.002
PUY;24.01.2025 03:00;3.6;3.2;4.1;;;90.4;7.1;2.2;963;1018.4;1016.8;;;3.1;7;1.8;6.5;11.2;2.9;10.4;;;0;;1;;;;1;0;0
PUY;24.01.2025 04:00;3.7;3.3;4.1;;;88.4;7.1;2;962.9;1018.3;1016.7;;;3.2;28;1.6;5.8;11.5;3;10.8;;;0;;1;;;;0;0;0
PUY;24.01.2025 05:00;4;3.8;4.1;;;85.5;6.9;1.8;962.4;1017.7;1016.2;;;3.4;25;1.5;5.4;12.2;3.2;11.5;;;0;;1;;;;0;0;0.001
PUY;24.01.2025 06:00;4.1;3.8;4.3;;;82.8;6.8;1.5;961.8;1017;1015.6;;;3.3;18;1.9;6.8;11.9;3;10.8;;;0;;1;;;;0;0;0.003
PUY;24.01.2025 07:00;3.6;3.5;3.7;;;84.3;6.7;1.2;961.9;1017.2;1015.7;;;3;21;1.4;5;10.8;2.8;10.1;;;0;;1;;;;1;0;0.001
PUY;24.01.2025 08:00;4.3;3.8;4.7;;;77.9;6.5;0.8;962.5;1017.7;1016.3;;;3.8;13;1.9;6.8;13.7;3.7;13.3;;;0;;16;;;;14;0;0.023
PUY;24.01.2025 09:00;5.1;4.2;6.1;;;75.8;6.7;1.2;962.6;1017.7;1016.4;;;3.6;59;1.3;4.7;13;3.4;12.2;;;0;;96;;;;65;23;0.044
PUY;24.01.2025 10:00;7.2;6.2;8.5;;;64.8;6.6;1;962.5;1017.1;1016.3;;;3.5;124;0.6;2.2;12.6;3.4;12.2;;;0;;231;;;;89;42;0.096
PUY;24.01.2025 11:00;8.9;8.6;9.2;;;55.9;6.4;0.6;962.1;1016.3;1015.9;;;5.1;143;1.7;6.1;18.4;4.7;16.9;;;0;;399;;;;132;55;0.179
PUY;24.01.2025 12:00;8.6;8.3;8.9;;;60.5;6.8;1.4;961.9;1016.1;1015.7;;;5.2;147;1.8;6.5;18.7;4.9;17.6;;;0;;478;;;;147;54;0.211
PUY;24.01.2025 13:00;9.3;9.1;9.6;;;56.3;6.6;1.1;961.1;1015.2;1014.9;;;5.2;143;2.1;7.6;18.7;5;18;;;0;;423;;;;59;60;0.194
PUY;24.01.2025 14:00;9.9;9.5;10.7;;;55.3;6.7;1.3;960.7;1014.7;1014.4;;;2.5;180;0.6;2.2;9;2.3;8.3;;;0;;259;;;;137;30;0.119
PUY;24.01.2025 15:00;10.2;9.5;11.3;;;52.1;6.5;0.8;960.6;1014.5;1014.3;;;1.7;135;0.5;1.8;6.1;1.6;5.8;;;0;;177;;;;138;12;0.077
PUY;24.01.2025 16:00;10.5;10;11.4;;;47.2;6;-0.3;960.6;1014.4;1014.3;;;2.7;117;0.8;2.9;9.7;2.4;8.6;;;0;;57;;;;51;0;0.036
PUY;24.01.2025 17:00;10;9.2;10.3;;;48.3;5.9;-0.4;960.1;1014;1013.8;;;3.3;39;1;3.6;11.9;2.9;10.4;;;0;;7;;;;6;0;0.014
PUY;24.01.2025 18:00;9.7;9.3;10.1;;;44.5;5.3;-1.8;960.1;1014;1013.8;;;3.4;360;1.3;4.7;12.2;3.3;11.9;;;0;;1;;;;0;0;0.018
PUY;24.01.2025 19:00;10.4;10.1;10.7;;;40.2;5;-2.6;960;1013.8;1013.7;;;3.8;21;2.3;8.3;13.7;3.6;13;;;0;;1;;;;0;0;0.035
PUY;24.01.2025 20:00;10.1;9.1;10.8;;;43;5.3;-1.9;959.9;1013.8;1013.6;;;3.4;31;1.6;5.8;12.2;3.1;11.2;;;0;;1;;;;1;0;0.024
PUY;24.01.2025 21:00;10.5;9.7;11;;;39.2;4.9;-2.8;959.5;1013.3;1013.2;;;3.3;34;1.7;6.1;11.9;3.1;11.2;;;0;;1;;;;0;0;0.028
PUY;24.01.2025 22:00;9.7;9;10.3;;;40.6;4.9;-3;959.2;1013.1;1012.9;;;4.9;18;2;7.2;17.6;4.6;16.6;;;0;;1;;;;0;0;0.031
PUY;24.01.2025 23:00;10.4;9.9;11;;;38.7;4.9;-3.1;959.2;1013;1012.9;;;3.9;340;1.4;5;14;3.8;13.7;;;0;;1;;;;0;0;0.024
PUY;25.01.2025 00:00;9.6;8.9;10.4;;;42.6;5.1;-2.5;959.2;1013.1;1012.9;;;3.8;11;2.1;7.6;13.7;3.6;13;;;0;;1;;;;1;0;0.031
PUY;25.01.2025 01:00;9.5;9.3;9.7;;;43.3;5.2;-2.4;958.9;1012.8;1012.5;;;4.6;7;2.7;9.7;16.6;4.4;15.8;;;0;;1;;;;0;0;0.037
PUY;25.01.2025 02:00;9.3;8.8;9.8;;;46.1;5.4;-1.8;958.9;1012.9;1012.6;;;4;2;2.5;9;14.4;3.8;13.7;;;0;;1;;;;1;0;0.032
PUY;25.01.2025 03:00;9.9;9.6;10.3;;;48.1;5.9;-0.6;958.9;1012.8;1012.6;;;3.5;360;1.8;6.5;12.6;3.3;11.9;;;0;;1;;;;0;0;0.024
PUY;25.01.2025 04:00;10;9.6;10.2;;;47.6;5.8;-0.6;958.7;1012.5;1012.3;;;3.6;19;1.9;6.8;13;3.5;12.6;;;0;;1;;;;0;0;0.026
PUY;25.01.2025 05:00;8.5;7.8;9.3;;;55.4;6.1;0;958.8;1012.9;1012.4;;;3.5;18;1.3;4.7;12.6;3.2;11.5;;;0;;2;;;;1;0;0.013
PUY;25.01.2025 06:00;9.8;9;10.3;;;48.8;5.9;-0.5;958.5;1012.3;1012.1;;;3.8;22;1.3;4.7;13.7;3.6;13;;;0;;1;;;;0;0;0.017
PUY;25.01.2025 07:00;9.2;8.8;9.7;;;52.9;6.2;0.1;958.6;1012.6;1012.2;;;3.6;6;1.3;4.7;13;3.3;11.9;;;0;;1;;;;1;0;0.015
PUY;25.01.2025 08:00;9.8;9.4;10.5;;;52.5;6.4;0.6;958.7;1012.5;1012.3;;;6.4;18;1.6;5.8;23;5.7;20.5;;;0;;26;;;;24;0;0.04
PUY;25.01.2025 09:00;10.4;8.7;11.6;;;53.3;6.7;1.2;958.7;1012.4;1012.3;;;3.4;53;1.1;4;12.2;3.3;11.9;;;0;;159;;;;94;31;0.074
PUY;25.01.2025 10:00;12.1;11;13.2;;;45.4;6.4;0.6;958.7;1012.1;1012.3;;;3.4;117;0.7;2.5;12.2;3.3;11.9;;;0;;256;;;;156;21;0.124
PUY;25.01.2025 11:00;13.7;13.5;13.9;;;40.1;6.3;0.4;958.2;1011.3;1011.8;;;3.3;198;0.9;3.2;11.9;3;10.8;;;0;;417;;;;101;59;0.208
PUY;25.01.2025 12:00;14;13.6;14.2;;;41.9;6.7;1.3;957.5;1010.4;1011.1;;;2.9;202;0.7;2.5;10.4;2.8;10.1;;;0;;363;;;;96;60;0.19
PUY;25.01.2025 13:00;14.8;14.2;15.4;;;41;6.9;1.7;956.8;1009.6;1010.4;;;3.3;124;1;3.6;11.9;3.2;11.5;;;0;;333;;;;142;58;0.186
PUY;25.01.2025 14:00;14.6;13.9;14.9;;;38;6.3;0.5;955.8;1008.5;1009.3;;;2.5;157;1;3.6;9;2.4;8.6;;;0;;275;;;;142;47;0.154
PUY;25.01.2025 15:00;15.3;15;15.6;;;32;5.6;-1.3;955.3;1007.9;1008.8;;;4.5;133;1.9;6.8;16.2;4.3;15.5;;;0;;207;;;;94;45;0.141
PUY;25.01.2025 16:00;14.8;14.4;15.3;;;31.9;5.4;-1.8;955.5;1008.2;1009;;;5.4;111;1.7;6.1;19.4;4.8;17.3;;;0;;47;;;;36;6;0.079
PUY;25.01.2025 17:00;15;14.7;15.3;;;35.9;6.1;0;955.8;1008.4;1009.3;;;6.6;107;1.9;6.8;23.8;6.3;22.7;;;0;;5;;;;4;0;0.041
PUY;25.01.2025 18:00;14.2;13.4;14.8;;;35.4;5.7;-0.9;955.9;1008.7;1009.4;;;7.5;109;2.2;7.9;27;7.2;25.9;;;0;;1;;;;1;0;0.044
PUY;25.01.2025 19:00;14.1;13.9;14.4;;;36;5.8;-0.8;955.4;1008.2;1008.9;;;8.3;90;2.7;9.7;29.9;8;28.8;;;0;;1;;;;0;0;0.051
PUY;25.01.2025 20:00;13.9;13.4;14.1;;;36.5;5.8;-0.7;955.2;1008.1;1008.7;;;7.3;109;2;7.2;26.3;7.1;25.6;;;0;;1;;;;0;0;0.04
PUY;25.01.2025 21:00;13.1;12.6;13.6;;;45.7;6.9;1.5;955.5;1008.5;1009;;;11.8;259;2.3;8.3;42.5;11;39.6;;;0;;1;;;;1;0;0.036
PUY;25.01.2025 22:00;11.3;9.7;12.4;;;66.9;8.9;5.3;956.5;1010;1010.1;;;12.1;254;4.8;17.3;43.6;10.2;36.7;;;0;;2;;;;1;0;0.031
PUY;25.01.2025 23:00;8.4;7.8;9.1;;;88.1;9.7;6.5;958.3;1012.4;1011.9;;;8.4;270;3.8;13.7;30.2;8.3;29.9;;;1.2;;2;;;;1;0;0.006
PUY;26.01.2025 00:00;6.9;6.2;7.5;;;91.1;9;5.5;961.1;1015.7;1014.8;;;12.7;260;4.1;14.8;45.7;11.3;40.7;;;3;;1;;;;1;0;0.004
PUY;26.01.2025 01:00;6.1;5.7;6.7;;;86.9;8.2;4;961.7;1016.5;1015.5;;;7.8;177;2.5;9;28.1;7.5;27;;;0.7;;1;;;;0;0;0.004
PUY;26.01.2025 02:00;7.1;7;7.3;;;71.5;7.2;2.3;961.7;1016.2;1015.5;;;6.8;225;2.1;7.6;24.5;6;21.6;;;0.1;;0;;;;0;0;0.011
PUY;26.01.2025 03:00;6.9;6.8;7.1;;;73.8;7.4;2.6;961.5;1016.1;1015.3;;;7.1;232;2.1;7.6;25.6;6.9;24.8;;;0;;1;;;;0;0;0.01
PUY;26.01.2025 04:00;6.1;6;6.3;;;86.7;8.2;4.1;961.4;1016.1;1015.2;;;7.7;280;2.9;10.4;27.7;7.2;25.9;;;0;;1;;;;1;0;0.005
PUY;26.01.2025 05:00;6;5.9;6.1;;;85.4;8;3.7;961.5;1016.3;1015.3;;;7.3;282;3.1;11.2;26.3;7.1;25.6;;;0;;1;;;;0;0;0.006
PUY;26.01.2025 06:00;5.8;5.6;5.9;;;86.2;7.9;3.6;961.5;1016.4;1015.3;;;6.7;277;2.6;9.4;24.1;6.5;23.4;;;0;;1;;;;0;0;0.004
PUY;26.01.2025 07:00;5.6;5.4;5.7;;;87.3;7.9;3.6;961.9;1016.8;1015.7;;;6;277;2.4;8.6;21.6;5.6;20.2;;;0;;1;;;;0;0;0.003
PUY;26.01.2025 08:00;5.6;5.4;5.9;;;88.6;8;3.8;962;1016.9;1015.8;;;5.8;289;2.2;7.9;20.9;5.1;18.4;;;0;;40;;;;21;27;0.01
PUY;26.01.2025 09:00;6.3;6.1;6.4;;;83.3;7.9;3.7;961.5;1016.3;1015.3;;;4.7;272;2.5;9;16.9;4.6;16.6;;;0;;165;;;;35;60;0.059
PUY;26.01.2025 10:00;6.8;6.6;7.1;;;78.5;7.7;3.3;961;1015.6;1014.7;;;3.8;254;1.5;5.4;13.7;3.6;13;;;0;;299;;;;44;60;0.114
PUY;26.01.2025 11:00;7.1;6.9;7.4;;;76.7;7.7;3.2;960.9;1015.5;1014.7;;;5.3;245;1.9;6.8;19.1;4.9;17.6;;;0;;404;;;;54;60;0.159
PUY;26.01.2025 12:00;7.2;7;7.3;;;76.6;7.8;3.4;959.5;1013.9;1013.2;;;4.4;222;1.8;6.5;15.8;4.3;15.5;;;0;;425;;;;87;60;0.171
PUY;26.01.2025 13:00;7.4;7;8.1;;;72.8;7.5;2.9;958.5;1012.9;1012.1;;;4.1;207;1.4;5;14.8;4;14.4;;;0;;384;;;;84;60;0.16
PUY;26.01.2025 14:00;7.6;7.4;7.8;;;70;7.3;2.5;957.7;1012;1011.3;;;4.3;229;1.1;4;15.5;3.9;14;;;0;;238;;;;174;14;0.106
PUY;26.01.2025 15:00;7.7;7.6;7.7;;;70;7.3;2.6;957.3;1011.5;1010.9;;;3;166;0.8;2.9;10.8;2.9;10.4;;;0;;106;;;;105;0;0.055
PUY;26.01.2025 16:00;7.7;7.7;7.8;;;69.7;7.3;2.5;957.5;1011.7;1011.1;;;4.4;219;0.9;3.2;15.8;4.2;15.1;;;0;;29;;;;29;0;0.029
PUY;26.01.2025 17:00;8;7.7;8.5;;;68.1;7.3;2.4;957.6;1011.7;1011.2;;;9.1;264;3.1;11.2;32.8;8.7;31.3;;;0;;3;;;;3;0;0.02
